,Material,ICSD number,GGA gap,HSE gap,Atomic mass,Atomic no,Atomic orbitals_1s,Atomic orbitals_2s,Atomic orbitals_2p,Atomic orbitals_3s,Atomic orbitals_3p,Atomic orbitals_3d,Atomic orbitals_4s,Atomic orbitals_4p,Atomic orbitals_4d,Atomic orbitals_4f,Atomic orbitals_5s,Atomic orbitals_5p,Atomic orbitals_5d,Atomic orbitals_5f,Atomic orbitals_6s,Atomic orbitals_6p,Atomic orbitals_6d,Atomic orbitals_7s,Atomic radius,Atomic radius calculated,Boiling point,Brinell hardness,Bulk modulus,Coefficient of linear thermal epansion,Common oxidation states_-4,Common oxidation states_-3,Common oxidation states_-2,Common oxidation states_-1,Common oxidation states_0,Common oxidation states_1,Common oxidation states_2,Common oxidation states_3,Common oxidation states_4,Common oxidation states_5,Common oxidation states_6,Common oxidation states_7,Critical temperature,Density of solid,Electrical resistivity,Unnamed: 45,Ionic radii_-3,Ionic radii_-2,Ionic radii_-1,Ionic radii_0,Ionic radii_1,Ionic radii_2,Ionic radii_3,Ionic radii_4,Ionic radii_5,Ionic radii_6,Ionic radii_7,Ionic radii_8,Liquid range,Melting point,Mendeleev no,Mineral hardness,Molar volume,Unnamed: 63,Oxidation states_-4,Oxidation states_-3,Oxidation states_-2,Oxidation states_-1,Oxidation states_0,Oxidation states_1,Oxidation states_2,Oxidation states_3,Oxidation states_4,Oxidation states_5,Oxidation states_6,Oxidation states_7,Oxidation states_8,Poissons ratio,Reflectivity,Refractive index,Rigidity modulus,Superconduction temperature,Thermal conductivity,Van der waals radius,Velocity of sound,Vickers hardness,X,Youngs modulus,Metallic radius,iupac_ordering,IUPAC ordering,ICSD oxidation states_-4,ICSD oxidation states_-3,ICSD oxidation states_-2,ICSD oxidation states_-1,ICSD oxidation states_0,ICSD oxidation states_1,ICSD oxidation states_2,ICSD oxidation states_3,ICSD oxidation states_4,ICSD oxidation states_5,ICSD oxidation states_6,ICSD oxidation states_7,Unnamed: 103,Unnamed: 104,NMR Quadrupole Moment_3,Max oxidation state,Min oxidation state,Ionic radii hs_2,Ionic radii hs_3,Ionic radii hs_4,Ionic radii ls_2,Ionic radii ls_3,Ionic radii ls_4,Ionic radii ls_5,Ionic radii ls_6,Ionic radii ls_7
5449,Cr6Ge6Y1,658018,done_error,,51.99609999999999,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.65423,-0.118123,-0.150445,,,,,,,,,,,,1.3999999999999997,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.699999999999998,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.23,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.8699999999999999,0.7550000000000001,0.69,0.6300000000000001,0.58,
5453,Ge3Li1Sr2,414574,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.72012900000001,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5454,Ge3Li1Sr2,414575,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.72012900000001,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5455,Ge3Li1Sr2,414573,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.72012900000001,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5456,As12La1Os4,610776,0,,74.9216,33.0,-423.336658,-53.093086,-47.527869,-6.7307549999999985,-4.851725,-1.5427670000000002,-0.52367,-0.197497,,,,,,,,,,,1.15,1.14,887.0,1440.0,22.0,,,1.0,,,,,,1.0,,1.0,,,1700.0,5727.0,33.0,,,,,,,,0.7200000000000001,,0.6,,,,203.0,1090.0,89.0,3.5,12.95,,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.001552,,,50.0,1.85,,,2.18,8.0,,89.0,89.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
5461,Ga1Pd2Y1,602790,0,,69.723,31.0,-370.170639,-45.200869,-40.093339,-5.241645,-3.5846660000000004,-0.736204,-0.328019,-0.101634,,,,,,,,,,,1.3,1.36,2477.0,60.0,,120.0,,,,,,,,1.0,,,,,,5904.0,14.0,,,,,,,,0.76,,,,,,2174.09,302.91,81.0,1.5,11.8,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.083,29.0,1.87,2740.0,,1.81,,1.35,79.0,79.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
5462,Ag2In1La1,58290,0,,107.8682,47.0,-900.324578,-129.85980700000002,-120.913351,-23.678437,-20.067629999999998,-13.367803,-3.22309,-2.086602,-0.29870599999999997,,-0.157407,,,,,,,,1.6,1.65,2435.0,24.5,100.0,18.9,,,,,,1.0,,,,,,,,10490.0,1.63,,,,,,1.29,1.08,0.89,,,,,,1200.07,1234.93,71.0,2.5,10.27,,,,,,,1.0,1.0,1.0,,,,,,0.37,0.97,,30.0,,430.0,1.72,2600.0,251.0,1.93,83.0,1.445,72.0,72.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
5465,Ga2Ir1Li1,106709,0,,69.723,31.0,-370.170639,-45.200869,-40.093339,-5.241645,-3.5846660000000004,-0.736204,-0.328019,-0.101634,,,,,,,,,,,1.3,1.36,2477.0,60.0,,120.0,,,,,,,,1.0,,,,,,5904.0,14.0,,,,,,,,0.76,,,,,,2174.09,302.91,81.0,1.5,11.8,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.083,29.0,1.87,2740.0,,1.81,,1.35,79.0,79.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
5471,Hf9P1Re4,638761,0,,178.49,72.0,-2210.6519899999994,-361.006527,-345.687023,-81.52281200000002,-74.45265600000002,-61.231443000000006,-15.883625,-12.971210999999998,-7.6766380000000005,-0.871574,-2.0498280000000006,-1.246441,-0.143805,,-0.16646500000000006,,,,1.5500000000000005,2.08,4876.0,1700.0,110.0,5.9,,,,,,,,,1.0,,,,,13310.0,34.0,,,,,,,,,0.85,,,,,2370.0,2506.0,50.0,5.5,13.44,,,,,,,,1.0,1.0,1.0,,,,,0.37,,,30.0,0.12800000000000006,23.0,,3010.0,1760.0,1.3000000000000005,78.0,1.58,50.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
5474,Mg1Ru2Sc3,427124,0,,24.305,12.0,-45.973167,-2.903746,-1.71897,-0.175427,,,,,,,,,,,,,,,1.5,1.45,1363.0,260.0,45.0,8.2,,,,,,,1.0,,,,,,,1738.0,4.4,,,,,,,0.86,,,,,,,440.0,923.0,73.0,2.5,14.0,,,,,,,1.0,1.0,,,,,,,0.29,0.7399999999999999,,17.0,,160.0,1.7299999999999998,4602.0,,1.31,45.0,1.6000000000000003,16.0,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
5475,Al1B1W1,251809,0,,26.981538600000004,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.100000000000005,,,,,,,,1.0,,,,,,2700.0,2.7000000000000006,,,,,,,,0.6750000000000002,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.3499999999999999,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
5477,Mo1P1Rh1,644093,0,,95.94,42.0,-709.2321189999999,-98.50363799999998,-90.79154100000001,-16.681545,-13.71481,-8.257721,-2.234824,-1.3900499999999998,-0.153347,,-0.14787999999999998,,,,,,,,1.45,1.9,4912.0,1500.0,230.0,4.8,,,,,,,,,1.0,,1.0,,,10280.0,5.5,,,,,,,,0.83,0.79,0.75,0.73,,,2016.0,2896.0,56.0,5.5,9.38,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.31,0.58,,20.0,0.915,139.0,,6190.0,1530.0,2.16,329.0,1.402,57.0,57.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
5478,Ba1Mg4Si3,165630,0,,137.327,56.0,-1305.743258,-200.84444399999998,-189.59848300000002,-42.359434,-37.536931,-28.528933,-8.257061,-6.497622,-3.4324410000000003,,-1.157159,-0.698605,,,-0.118967,,,,2.15,2.53,2143.0,,9.6,20.6,,,,,,,1.0,,,,,,,3510.0,34.0,,,,,,,1.49,,,,,,,1143.0,1000.0,14.0,1.25,38.16,,,,,,,,1.0,,,,,,,,,,4.9,,18.0,2.68,1620.0,,0.89,13.0,2.2359999999999998,13.0,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
5479,Al2Sn2Sr3,9564,0,,26.9815386,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.71,,26.0,1.1750000000000005,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
5482,Ba1Co1S2,246938,0,,137.327,56.0,-1305.743258,-200.84444399999998,-189.59848300000002,-42.359434,-37.536931,-28.528933000000002,-8.257061,-6.497622,-3.4324410000000003,,-1.157159,-0.698605,,,-0.118967,,,,2.15,2.53,2143.0,,9.6,20.6,,,,,,,1.0,,,,,,,3510.0,34.0,,,,,,,1.49,,,,,,,1143.0,1000.0,14.0,1.25,38.16,,,,,,,,1.0,,,,,,,,,,4.9,,18.0,2.68,1620.0,,0.89,13.0,2.2359999999999998,13.0,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
5483,C4Ir1Sc3,657402,0,,12.0107,6.0,-9.947718,-0.500866,-0.199186,,,,,,,,,,,,,,,,0.7,0.67,4300.0,,33.0,7.1,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.3,,,,,500.0,3800.0,95.0,0.5,5.29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.27,2.417,,,140.0,1.7,18350.0,,2.55,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5488,Cr2Mn1Se4,626299,0,,51.9961,24.0,-213.881191,-24.113457,-20.526273,-2.649085,-1.6542299999999999,-0.118123,-0.150445,,,,,,,,,,,,1.4,1.66,2944.0,1120.0,160.0,4.9,,,,,,,,1.0,,,1.0,,,7140.0,12.7,,,,,,,0.94,,,,,,,764.0,2180.0,57.0,8.5,7.229999999999999,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.21,,,115.0,,94.0,,5940.0,1060.0,1.66,279.0,1.285,58.0,58.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.94,,,0.87,0.755,0.6900000000000001,0.63,0.58,
5491,Se6Ta3V1,651970,0,,78.96000000000002,34.0,-451.300258,-57.31194800000001,-51.514388000000004,-7.547185999999999,-5.553517000000001,-2.011392,-0.6212479999999999,-0.245806,,,,,,,,,,,1.15,1.0299999999999998,958.0,736.0,8.3,,,,1.0,,,,1.0,,1.0,,1.0,,1766.0,4819.0,,,,1.8400000000000003,,,,,,0.6399999999999999,,0.5600000000000002,,,464.0,494.0,93.0,2.0,16.420000000000005,,,,1.0,,,,1.0,,1.0,,1.0,,,0.33,,1.0008950000000003,3.7000000000000006,,0.5199999999999999,1.9,3350.0,,2.55,10.0,,95.0,95.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
5493,Co1Hf2P1,84827,0,,58.933195,27.0,-275.616639,-32.379758,-28.152095000000003,-3.651812,-2.3882849999999998,-0.322368,-0.204497,,,,,,,,,,,,1.35,1.52,3200.0,700.0,180.0,13.0,,,,,,,1.0,1.0,,,,,,8900.0,6.0,,,,,,,0.885,0.75,0.67,,,,,1432.0,1768.0,64.0,5.0,6.67,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.31,0.67,,75.0,,100.0,,4720.0,1043.0,1.88,209.0,1.25,67.0,67.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.885,0.75,0.67,0.79,0.685,,,,
5496,Lu1P4Rh6,182780,0,,174.967,71.0,-2146.8853510000004,-349.390492,-334.330902,-78.462398,-71.53877899999998,-58.59298199999999,-15.08337,-12.250904000000002,-7.113364000000002,-0.568096,-1.872086,-1.111991,-0.10368599999999999,,-0.155112,,,,1.75,2.17,3675.0,893.0,48.0,9.9,,,,,,,,1.0,,,,,,9841.0,58.0,,,,,,,,1.001,,,,,,1750.0,1925.0,20.0,,17.78,,,,,,,,,1.0,,,,,,0.26,,,27.0,0.022000000000000002,16.0,,,1160.0,1.2699999999999998,69.0,1.735,33.0,33.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
5497,Hf2Ni3Si4,40442,0,,178.49,72.0,-2210.6519900000008,-361.006527,-345.687023,-81.522812,-74.452656,-61.231443000000006,-15.883625000000002,-12.971211,-7.676638,-0.871574,-2.0498279999999998,-1.246441,-0.14380500000000002,,-0.16646499999999995,,,,1.5499999999999998,2.08,4876.0,1700.0,110.0,5.900000000000001,,,,,,,,,1.0,,,,,13310.0,34.0,,,,,,,,,0.8500000000000001,,,,,2370.0,2506.0,50.0,5.5,13.44,,,,,,,,1.0,1.0,1.0,,,,,0.37,,,30.0,0.128,23.0,,3010.0,1760.0,1.2999999999999998,78.0,1.58,50.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
5502,Ge2La3Ru2,636861,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5503,Te4Ti1V2,653087,0,,127.6,52.0,-1115.831819,-167.021776,-156.808583,-33.137485,-28.860684999999997,-20.887801,-5.572846,-4.100084,-1.6083809999999998,,-0.520997,-0.22659400000000002,,,,,,,1.4,1.23,1261.0,180.0,65.0,,,,1.0,,,,1.0,,1.0,,1.0,,,6240.0,10000.0,,,2.07,,,,,,1.11,,0.7000000000000001,,,538.34,722.66,92.0,2.25,20.460000000000004,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,0.5,1.000991,16.0,,3.0,2.06,2610.0,,2.1,43.0,,94.0,94.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
5504,Ga1Rh1Zr1,635225,0,,69.723,31.0,-370.170639,-45.20086899999999,-40.093339,-5.241645,-3.5846660000000004,-0.736204,-0.328019,-0.101634,,,,,,,,,,,1.3,1.36,2477.0,60.0,,120.0,,,,,,,,1.0,,,,,,5904.0,14.0,,,,,,,,0.7600000000000001,,,,,,2174.09,302.91,81.0,1.5,11.800000000000002,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.083,29.0,1.87,2740.0,,1.81,,1.3500000000000003,79.0,79.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
5507,Mn2S4Zn1,643504,0,,54.938044999999995,25.0,-233.69691200000003,-26.866646000000003,-23.066297,-3.0766370000000003,-1.99145,-0.26654,-0.191136,,,,,,,,,,,,1.4,1.61,2334.0,196.0,120.0,21.7,,,,,,,1.0,,1.0,,,1.0,,7470.0,144.0,,,,,,,0.97,0.785,0.67,0.47,0.395,0.5999999999999999,,815.0,1519.0,60.0,6.0,7.35,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,7.799999999999999,,5150.0,,1.5500000000000005,198.0,1.2919999999999998,61.0,61.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,0.97,0.785,,0.8099999999999999,0.72,0.67,0.47,0.395,0.5999999999999999
5508,C1Sn1Zr2,57055,0,,12.0107,6.0,-9.947718,-0.500866,-0.199186,,,,,,,,,,,,,,,,0.7,0.67,4300.0,,33.0,7.1,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.3,,,,,500.0,3800.0,95.0,0.5,5.29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.27,2.417,,,140.0,1.7,18350.0,,2.55,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5509,C1Co1Lu1,61691,0,,12.0107,6.0,-9.947718,-0.500866,-0.199186,,,,,,,,,,,,,,,,0.6999999999999998,0.67,4300.0,,33.0,7.099999999999999,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.3,,,,,500.0,3800.0,95.0,0.5,5.29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.27,2.417,,,140.0,1.7,18350.0,,2.55,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5510,B6Mn3Ni20,614760,0,,10.811,5.0,-6.564347,-0.34470100000000004,-0.136603,,,,,,,,,,,,,,,,0.85,0.8699999999999999,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.41,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
5517,C2I7Y6,63294,0,,12.010700000000002,6.0,-9.947718000000002,-0.500866,-0.199186,,,,,,,,,,,,,,,,0.6999999999999998,0.67,4300.0,,33.0,7.099999999999999,1.0,,,,,,,,1.0,,,,,2267.0,1000.0,,,,,,,,,0.3,,,,,500.0,3800.0,95.0,0.5,5.29,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,0.2700000000000001,2.417,,,140.0,1.7,18350.0,,2.5499999999999994,,,86.0,86.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5519,Ge1Li1Pd2,42130,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.87,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5520,Cs8In2O7,421564,1.878865,,132.9054519,55.0,-1256.738791,-191.981873,-180.995344,-39.851584,-35.166422999999995,-26.418398,-7.455966,-5.769326,-2.848386,,-0.915819,-0.504903,,,-0.078699,,,,2.6,2.98,944.0,0.14,1.6,,,,,,,1.0,,,,,,,1938.0,1879.0,21.0,,,,,,1.8100000000000005,,,,,,,,642.41,301.58999999999986,8.0,0.2,70.94,,,,,,,1.0,,,,,,,,,,,,,36.0,3.43,,,0.79,1.7,2.719,7.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
5522,Ni1P1Rh1,646131,0,,58.6934,28.0,-297.870824,-35.312112,-30.868027,-3.950717,-2.594158,-0.34869900000000004,-0.21076400000000006,,,,,,,,,,,,1.3500000000000003,1.49,3186.0,700.0,180.0,13.4,,,,,,,1.0,,,,,,,8908.0,7.2,,,,,,,,0.7399999999999999,,,,,,1458.0,1728.0,67.0,4.0,6.59,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,0.31,0.7200000000000001,,76.0,,91.0,1.63,4970.0,638.0,1.91,200.0,1.246,70.0,70.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.7399999999999999,,0.83,0.6999999999999998,0.62,,,
5524,Ir4La5Sn10,640767,0,,192.217,77.0,-2543.7613419999993,-422.159424,-405.52683400000006,-97.923081,-90.108427,-75.485027,-20.29429,-16.966578,-10.856593,-2.738339,-2.909174,-1.8833490000000002,-0.335189,,-0.195511,,,,1.35,1.8,4701.0,1670.0,320.0,6.4,,,,,,,,1.0,1.0,,,,,22650.0,4.7,,,,,,,,0.82,0.765,0.71,,,,1962.0,2739.0,66.0,6.5,8.52,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.25999999999999995,0.78,,210.0,0.11,150.0,,4825.0,1760.0,2.2,528.0,1.357,65.0,65.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
5532,Ge3Ir1La1,161873,0,,72.64,32.0,-396.29299100000003,-49.055282,-43.720129,-5.9614720000000005,-4.194822,-1.117316,-0.42652299999999993,-0.149882,,,,,,,,,,,1.25,1.25,3093.0,,,6.0,1.0,,,,,,1.0,,1.0,,,,,5323.0,50000.0,,,,,,,0.8699999999999999,,0.67,,,,,1881.6,1211.4,84.0,6.0,13.63,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,60.0,2.11,5400.0,,2.01,,1.39,84.0,84.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
5533,F6K1Rh1,165215,0,,18.998403200000002,9.0,-24.189391,-1.086859,-0.41560600000000003,,,,,,,,,,,,,,,,0.5,0.42,85.03,,,,,,,1.0,,,,,,,,,144.0,,,,,,1.19,,,,,,,,0.22,,31.5,53.53,102.0,,11.2,,,,,1.0,,,,,,,,,,,,1.0001950000000002,,,0.0277,1.4700000000000002,,,3.98,,,102.0,102.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
5537,Ga1La1Pd2,656959,0,,69.723,31.0,-370.170639,-45.200869,-40.093339,-5.241645,-3.5846660000000004,-0.736204,-0.328019,-0.101634,,,,,,,,,,,1.3,1.36,2477.0,60.0,,120.0,,,,,,,,1.0,,,,,,5904.0,14.0,,,,,,,,0.76,,,,,,2174.09,302.91,81.0,1.5,11.8,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.083,29.0,1.87,2740.0,,1.81,,1.35,79.0,79.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
5544,Al1Au1Lu1,602602,0,,26.981538600000004,13.0,-55.156043999999994,-3.934827,-2.564018,-0.286883,-0.10254500000000001,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.100000000000005,,,,,,,,1.0,,,,,,2700.0,2.7000000000000006,,,,,,,,0.6750000000000002,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.3499999999999999,0.71,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
5548,Fe1Ga2Zr6,631856,0,,55.845,26.0,-254.22550499999997,-29.564860000000003,-25.551766,-3.360621,-2.187523,-0.295049,-0.197978,,,,,,,,,,,,1.3999999999999997,1.5599999999999998,3134.0,490.0,170.0,11.800000000000002,,,,,,,1.0,1.0,,,,,,7874.0,10.0,,,,,,,0.9200000000000002,0.7849999999999999,,,,,,1323.0,1811.0,61.0,4.0,7.09,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.2899999999999999,0.65,,82.0,,80.0,,4910.0,608.0,1.83,211.0,1.2770000000000001,64.0,64.0,,,,,,,1.0,1.0,,,,,,,,,,0.9200000000000002,0.7849999999999999,,0.75,0.69,0.725,,0.39,
5549,In1Nb3S4,640055,0,,114.818,49.0,-983.647445,-144.078357,-134.62884499999998,-27.2206,-23.345778,-16.139823,-4.062639,-2.795832,-0.730481,,-0.290497,-0.10178200000000001,,,,,,,1.55,1.56,2345.0,8.83,,32.1,,,,,,,,1.0,,,,,,7310.0,8.0,,,,,,,,0.94,,,,,,1915.25,429.75,79.0,1.2,15.76,,,,,,,1.0,1.0,1.0,,,,,,,,,,3.41,82.0,1.93,1215.0,,1.78,11.0,1.67,78.0,78.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
5554,B1Mg8Pt4,245121,0,,10.811,5.0,-6.564347,-0.34470100000000004,-0.136603,,,,,,,,,,,,,,,,0.8499999999999999,0.87,4200.0,,320.0,6.0,,,,,,,,1.0,,,,,,2460.0,,,,,,,,,0.41,,,,,,1851.0,2349.0,86.0,9.3,4.39,,,,,,,1.0,1.0,1.0,,,,,,,,,,,27.0,1.92,16200.0,49000.0,2.04,,,81.0,81.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
5556,Ni2S6Ta9,61416,0,,58.6934,28.0,-297.87082400000014,-35.312112000000006,-30.868027000000005,-3.950717,-2.594158,-0.348699,-0.21076399999999998,,,,,,,,,,,,1.35,1.49,3186.0,700.0,180.0,13.4,,,,,,,1.0,,,,,,,8908.0,7.2,,,,,,,,0.74,,,,,,1458.0,1728.0,67.0,4.0,6.59,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,0.31,0.7199999999999999,,76.0,,91.0,1.63,4970.0,638.0,1.91,200.0,1.2460000000000002,70.0,70.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.74,,0.83,0.7,0.62,,,
5557,Al16Ru7Sc6,609239,0,,26.9815386,13.0,-55.156044,-3.934827,-2.564018,-0.28688300000000005,-0.10254499999999997,,,,,,,,,,,,,,1.25,1.18,2792.0,245.0,76.0,23.1,,,,,,,,1.0,,,,,,2700.0,2.7,,,,,,,,0.675,,,,,,1858.53,933.47,80.0,2.75,10.0,,,,,,,1.0,,1.0,,,,,,0.35,0.7099999999999999,,26.0,1.175,235.0,1.84,5100.0,167.0,1.61,70.0,1.43,80.0,80.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
